Country/area,Technology,Jobs (thousand),Source,Notes,Year
Albania,All technologies,12.703,,,2022
Albania,Biogas,,,,2022
Albania,CSP,,,,2022
Albania,Geothermal Energy,,,,2022
Albania,Heat Pumps,,,,2022
Albania,Hydropower,12.483,IRENA Estimate,,2022
Albania,Liquid Biofuels,,,,2022
Albania,Municipal and industrial waste,,,,2022
Albania,Others,,,,2022
Albania,Solar Heating / Cooling,0.13,IRENA estimate,Based on employment factors and capacity data,2022
Albania,Solar Photovoltaic,0.09,IRENA estimate,Based on capacity and manufacturing trends,2022
Albania,Solid Biomass,,,,2022
Albania,"Tide, Wave and Ocean Energy",,,,2022
Albania,Wind Energy,,,,2022
Algeria,All technologies,2.448,,,2022
Algeria,Biogas,,,,2022
Algeria,CSP,,,,2022
Algeria,Geothermal Energy,,,,2022
Algeria,Heat Pumps,,,,2022
Algeria,Hydropower,,,,2022
Algeria,Liquid Biofuels,,,,2022
Algeria,Municipal and industrial waste,,,,2022
Algeria,Others,1.848,Elmoudjahid (2016); SKTM (2016); Condor (2016),"These are people employed in CDER, SKTM and Condor ",2022
Algeria,Solar Heating / Cooling,,,,2022
Algeria,Solar Photovoltaic,0.6,IRENA estimate,IRENA estimate based on data from Renewable Energy Development Centre (CDER),2022
Algeria,Solid Biomass,,,,2022
Algeria,"Tide, Wave and Ocean Energy",,,,2022
Algeria,Wind Energy,,,,2022
All World,All technologies,13726.74294,,,2022
All World,Geothermal energy,151.933,,,2022
All World,CSP,79.675,,,2022
All World,Heat Pumps,241,,,2022
All World,Hydropower,2485.15,,,2022
All World,Biogas,308.795,,,2022
All World,Municipal and industrial waste,27.054,,,2022
All World,Others,148.749,,,2022
All World,Solar Heating / Cooling,711.7731328,,,2022
All World,Solid Biomass,779.256,,,2022
All World,"Tide, Wave and Ocean Energy",1.288,,,2022
All World,Wind Energy,1400.346,,,2022
Angola,All technologies,10.202,,,2022
Angola,Geothermal energy,,,,2022
Angola,CSP,,,,2022
Angola,Heat Pumps,,,,2022
Angola,Hydropower,10.202,IRENA Estimate,,2022
Angola,Biogas,,,,2022
Angola,Municipal and industrial waste,,,,2022
Angola,Others,,,,2022
Angola,Solar Heating / Cooling,,,,2022
Angola,Solid Biomass,,,,2022
Angola,"Tide, Wave and Ocean Energy",,,,2022
Angola,Wind Energy,,,,2022
Argentina,All technologies,34.274,,,2022
Argentina,CSP,,,,2022
Argentina,Heat Pumps,,,,2022
Argentina,Hydropower,28.264,IRENA Estimate,,2022
Argentina,Geothermal Energy,,,,2022
Argentina,Municipal and industrial waste,,,,2022
Argentina,Others,,,,2022
Argentina,Solar Heating / Cooling,1.13,IRENA estimate,,2022
Argentina,Solid Biomass,0.62,IRENA focal point,,2022
Argentina,"Tide, Wave and Ocean Energy",,,,2022
Argentina,Wind Energy,1.87,IRENA focal point,,2022
Australia,All technologies,76.834,,,2022
Australia,CSP,,,,2022
Australia,Heat Pumps,,,,2022
Australia,Hydropower,4.034,IRENA Estimate,,2022
Australia,Geothermal Energy,0.04,ABS (2020),,2022
Australia,Municipal and industrial waste,,,,2022
Australia,Others,1.12,ABS (2020),Government jobs,2022
Australia,Solar Heating / Cooling,3.96,IRENA estimate,Based on employment factors and capacity data,2022
Australia,Solid Biomass,1.58,ABS (2020),,2022
Australia,"Tide, Wave and Ocean Energy",,,,2022
Australia,Wind Energy,3.1,IRENA estimate,Based on employment factors and capacity data,2022
Austria,All technologies,37.889,,,2022
Austria,CSP,,,,2022
Austria,Heat Pumps,2.555,EHPA (2023),,2022
Austria,Hydropower,9.579,IRENA Estimate,,2022
Austria,Municipal and industrial waste,1.3,EurObserv'ER (2022),,2022
Austria,Others,,,,2022
Austria,Solar Heating / Cooling,1.9,EurObserv'ER (2022),,2022
Austria,Solid Biomass,9.8,EurObserv'ER (2022),,2022
Austria,"Tide, Wave and Ocean Energy",,,,2022
Austria,Wind Energy,2.7,IRENA estimate,Based on employment factors and capacity data,2022
Azerbaijan,All technologies,4.385,,,2022
Azerbaijan,CSP,,,,2022
Azerbaijan,Heat Pumps,,,,2022
Azerbaijan,Hydropower,4.385,IRENA Estimate,,2022
Azerbaijan,Municipal and industrial waste,,,,2022
Azerbaijan,Others,,,,2022
Azerbaijan,Solar Heating / Cooling,,,,2022
Azerbaijan,Solid Biomass,,,,2022
Azerbaijan,"Tide, Wave and Ocean Energy",,,,2022
Azerbaijan,Wind Energy,,,,2022
Bangladesh,All technologies,34.883,,,2022
Bangladesh,CSP,,,,2022
Bangladesh,Heat Pumps,,,,2022
Bangladesh,Hydropower,0.873,IRENA focal point,,2022
Bangladesh,Municipal and industrial waste,,,,2022
Bangladesh,Others,3,IRENA focal point,,2022
Bangladesh,Solar Heating / Cooling,,,,2022
Bangladesh,Solid Biomass,,,,2022
Bangladesh,"Tide, Wave and Ocean Energy",,,,2022
Bangladesh,Wind Energy,0.01,IRENA estimate,Based on employment factors and capacity data,2022
Barbados,All technologies,0.14,,,2022
Barbados,CSP,,,,2022
Barbados,Heat Pumps,,,,2022
Barbados,Hydropower,,,,2022
Barbados,Municipal and industrial waste,,,,2022
Barbados,Others,,,,2022
Barbados,Solar Heating / Cooling,0.14,IRENA estimate,Based on employment factors and capacity data,2022
Barbados,Solid Biomass,,,,2022
Barbados,"Tide, Wave and Ocean Energy",,,,2022
Barbados,Wind Energy,,,,2022
Belarus,All technologies,1.636,,,2022
Belarus,CSP,,,,2022
Belarus,Heat Pumps,,,,2022
Belarus,Hydropower,,,,2022
Belarus,Municipal and industrial waste,,,,2022
Belarus,Others,,,,2022
Belarus,Solar Heating / Cooling,,,,2022
Belarus,Solid Biomass,,,,2022
Belarus,"Tide, Wave and Ocean Energy",,,,2022
Belarus,Wind Energy,0.106,IRENA estimate,Based on employment factors and capacity data,2022
Belgium,All technologies,18.212,,,2022
Belgium,CSP,,,,2022
Belgium,Heat Pumps,1.757,EHPA (2023),,2022
Belgium,Hydropower,0.2,EurObserv'ER (2022),,2022
Belgium,Municipal and industrial waste,0.3,EurObserv'ER (2022),,2022
Belgium,Others,,,,2022
Belgium,Solar Heating / Cooling,0.1,EurObserv'ER (2022),,2022
Belgium,Solid Biomass,1,EurObserv'ER (2022),,2022
Belgium,"Tide, Wave and Ocean Energy",,,,2022
Belgium,Wind Energy,3,IRENA estimate,Based on employment factors and capacity data,2022
Bosnia and Herzegovina,All technologies,0.2,,,2022
Bosnia and Herzegovina,CSP,,,,2022
Bosnia and Herzegovina,Heat Pumps,,,,2022
Bosnia and Herzegovina,Hydropower,,,,2022
Bosnia and Herzegovina,Municipal and industrial waste,,,,2022
Bosnia and Herzegovina,Others,,,,2022
Bosnia and Herzegovina,Solar Heating / Cooling,,,,2022
Bosnia and Herzegovina,Solid Biomass,,,,2022
Bosnia and Herzegovina,"Tide, Wave and Ocean Energy",,,,2022
Bosnia and Herzegovina,Wind Energy,,,,2022
Botswana,All technologies,0.02,,,2022
Botswana,CSP,,,,2022
Botswana,Heat Pumps,,,,2022
Botswana,Hydropower,,,,2022
Botswana,Municipal and industrial waste,,,,2022
Botswana,Others,,,,2022
Botswana,Solar Heating / Cooling,0.02,IRENA estimate,Based on employment factors and capacity data,2022
Botswana,Solid Biomass,,,,2022
Botswana,"Tide, Wave and Ocean Energy",,,,2022
Botswana,Wind Energy,,,,2022
Brazil,All technologies,1399.989,,,2022
Brazil,CSP,,,,2022
Brazil,Heat Pumps,,,,2022
Brazil,Hydropower,193.569,IRENA Estimate,,2022
Brazil,Municipal and industrial waste,,,,2022
Brazil,Others,,,,2022
Brazil,Solar Heating / Cooling,41.103,IRENA estimate,,2022
Brazil,Solid Biomass,,,,2022
Brazil,"Tide, Wave and Ocean Energy",,,,2022
Brazil,Wind Energy,67.724,IRENA estimate,,2022
Bulgaria,All technologies,43.085,,,2022
Bulgaria,CSP,,,,2022
Bulgaria,Heat Pumps,,,,2022
Bulgaria,Hydropower,5.547,IRENA Estimate,,2022
Bulgaria,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Bulgaria,Others,,,,2022
Bulgaria,Solar Heating / Cooling,1.3,EurObserv'ER (2022),,2022
Bulgaria,Solid Biomass,12.2,EurObserv'ER (2022),,2022
Bulgaria,"Tide, Wave and Ocean Energy",,,,2022
Bulgaria,Wind Energy,0.6,IRENA estimate,Based on employment factors and capacity data,2022
Burkina Faso,All technologies,0.1,,,2022
Burkina Faso,CSP,,,,2022
Burkina Faso,Heat Pumps,,,,2022
Burkina Faso,Hydropower,,,,2022
Burkina Faso,Municipal and industrial waste,,,,2022
Burkina Faso,Others,,,,2022
Burkina Faso,Solar Heating / Cooling,0.1,IRENA estimate,Based on employment factors and capacity data,2022
Burkina Faso,Solid Biomass,,,,2022
Burkina Faso,"Tide, Wave and Ocean Energy",,,,2022
Burkina Faso,Wind Energy,,,,2022
Cambodia,All technologies,15.963,,,2022
Cambodia,CSP,,,,2022
Cambodia,Heat Pumps,,,,2022
Cambodia,Hydropower,15.963,IRENA Estimate,,2022
Cambodia,Municipal and industrial waste,,,,2022
Cambodia,Others,,,,2022
Cambodia,Solar Heating / Cooling,,,,2022
Cambodia,Solid Biomass,,,,2022
Cambodia,"Tide, Wave and Ocean Energy",,,,2022
Cambodia,Wind Energy,,,,2022
Canada,All technologies,58.762,,,2022
Canada,CSP,,,,2022
Canada,Solar Photovoltaic,13,Natural Resources Canada (2023),,2022
Canada,Heat Pumps,,,,2022
Canada,Hydropower,33.592,IRENA Estimate,,2022
Canada,Municipal and industrial waste,,,,2022
Canada,Others,,,,2022
Canada,Solar Heating / Cooling,0.07,IRENA estimate,Based on employment factors and capacity data,2022
Canada,Liquid biofuels,1.3,Natural Resources Canada (2023),,2022
Canada,Solid Biomass,4.5,Natural Resources Canada (2023),,2022
Canada,"Tide, Wave and Ocean Energy",,,,2022
Canada,Wind Energy,6.3,Natural Resources Canada (2023),,2022
Chile,All technologies,39.459,,,2022
Chile,CSP,1.542,"Ministry of Energy, Chile; River Consultores (2016); Corporación de Bienes de Capital (2017)",,2022
Chile,Solar Photovoltaic,17,IRENA estimate,Based on capacity and manufacturing trends,2022
Chile,Heat Pumps,,,,2022
Chile,Hydropower,11.197,IRENA Estimate,,2022
Chile,Municipal and industrial waste,,,,2022
Chile,Others,,,,2022
Chile,Solar Heating / Cooling,0.29,IRENA estimate,Based on employment factors and capacity data,2022
Chile,Liquid biofuels,,,,2022
Chile,Solid Biomass,0.33,"Ministry of Energy, Chile; River Consultores (2016); Corporación de Bienes de Capital (2017) (estimates for constructing new plants planned for 2018 plus O&M from previous plants)",,2022
Chile,"Tide, Wave and Ocean Energy",0,IRENA focal point,,2022
Chile,Wind Energy,8.7,IRENA estimate,Based on employment factors and capacity data,2022
China,All technologies,5548.412,,,2022
China,Solar Photovoltaic,2760,China Renewable Energy Society (2023),,2022
China,CSP,59.38,China Renewable Energy Society (2023),,2022
China,CSP,,,,2022
China,Heat Pumps,118,CHPA (2023),,2022
China,Hydropower,876.032,IRENA Estimate,,2022
China,Municipal and industrial waste,,,,2022
China,Others,,,,2022
China,Solar Heating / Cooling,557,China Renewable Energy Society (2023),,2022
China,Biogas,160,China Renewable Energy Society (2023),,2022
China,Solid Biomass,195,China Renewable Energy Society (2023),,2022
China,"Tide, Wave and Ocean Energy",,,,2022
China,Wind Energy,681,China Renewable Energy Society (2023),,2022
Chinese Taipei,All technologies,41.17,,,2022
Chinese Taipei,Solar Photovoltaic,26.9,IRENA estimate,Based on capacity and manufacturing trends,2022
Chinese Taipei,CSP,,,,2022
Chinese Taipei,Heat Pumps,,,,2022
Chinese Taipei,Hydropower,,,,2022
Chinese Taipei,Municipal and industrial waste,,,,2022
Chinese Taipei,Others,,,,2022
Chinese Taipei,Solar Heating / Cooling,0.27,IRENA estimate,Based on employment factors and capacity data,2022
Chinese Taipei,Biogas,,,,2022
Chinese Taipei,Solid Biomass,,,,2022
Chinese Taipei,"Tide, Wave and Ocean Energy",,,,2022
Chinese Taipei,Wind Energy,14,IRENA estimate,Based on employment factors and capacity data,2022
Colombia,All technologies,262.103,,,2022
Colombia,CSP,,,,2022
Colombia,Heat Pumps,,,,2022
Colombia,Hydropower,56.337,IRENA Estimate,,2022
Colombia,Solar Photovoltaic,0.36,IRENA focal point,,2022
Colombia,Municipal and industrial waste,,,,2022
Colombia,Others,,,,2022
Colombia,Solar Heating / Cooling,,,,2022
Colombia,Geothermal energy,,,,2022
Colombia,Solid Biomass,18.62,Ministerio de Minas y Energía (2015),,2022
Colombia,"Tide, Wave and Ocean Energy",,,,2022
Colombia,Wind Energy,0.056,IRENA focal point,,2022
Costa Rica,All technologies,1.344,,,2022
Costa Rica,CSP,,,,2022
Costa Rica,CSP,0.002,IRENA focal point,,2022
Costa Rica,Heat Pumps,,,,2022
Costa Rica,Hydropower,0.885,IRENA focal point,,2022
Costa Rica,Solar Photovoltaic,0.044,IRENA focal point,,2022
Costa Rica,Municipal and industrial waste,,,,2022
Costa Rica,Others,,,,2022
Costa Rica,Solar Heating / Cooling,,,,2022
Costa Rica,Geothermal energy,0.103,IRENA focal point,,2022
Costa Rica,Solid Biomass,0.01,IRENA focal point,,2022
Costa Rica,"Tide, Wave and Ocean Energy",,,,2022
Costa Rica,Wind Energy,0.3,IRENA Estimate,Based on employment factors and capacity data,2022
Croatia,All technologies,15.446,,,2022
Croatia,CSP,,,,2022
Croatia,Heat Pumps,,,,2022
Croatia,Hydropower,0.6,EurObserv'ER (2022),,2022
Croatia,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Croatia,Others,,,,2022
Croatia,Solar Heating / Cooling,0.1,EurObserv'ER (2022),,2022
Croatia,Solid Biomass,10.4,EurObserv'ER (2022),,2022
Croatia,"Tide, Wave and Ocean Energy",,,,2022
Croatia,Wind Energy,1.4,IRENA estimate,Based on employment factors and capacity data,2022
Cyprus,All technologies,1.873,,,2022
Cyprus,CSP,,,,2022
Cyprus,Heat Pumps,,,,2022
Cyprus,Hydropower,0.1,EurObserv'ER (2022),,2022
Cyprus,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Cyprus,Others,,,,2022
Cyprus,Solar Heating / Cooling,0.3,EurObserv'ER (2022),,2022
Cyprus,Solid Biomass,0.1,EurObserv'ER (2022),,2022
Cyprus,"Tide, Wave and Ocean Energy",,,,2022
Cyprus,Wind Energy,0.113,IRENA estimate,Based on employment factors and capacity data,2022
Czechia,All technologies,34.868,,,2022
Czechia,CSP,,,,2022
Czechia,Heat Pumps,1.888,EHPA (2023),,2022
Czechia,Hydropower,1.4,EurObserv'ER (2022),,2022
Czechia,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Czechia,Others,,,,2022
Czechia,Solar Heating / Cooling,0.2,EurObserv'ER (2022),,2022
Czechia,Solid Biomass,15.9,EurObserv'ER (2022),,2022
Czechia,"Tide, Wave and Ocean Energy",,,,2022
Czechia,Wind Energy,0.54,IRENA estimate,Based on employment factors and capacity data,2022
Democratic Republic of the Congo,All technologies,7.674,,,2022
Democratic Republic of the Congo,CSP,,,,2022
Democratic Republic of the Congo,Heat Pumps,,,,2022
Democratic Republic of the Congo,Hydropower,7.674,IRENA Estimate,,2022
Democratic Republic of the Congo,Municipal and industrial waste,,,,2022
Democratic Republic of the Congo,Others,,,,2022
Democratic Republic of the Congo,Solar Heating / Cooling,,,,2022
Democratic Republic of the Congo,Solid Biomass,,,,2022
Democratic Republic of the Congo,"Tide, Wave and Ocean Energy",,,,2022
Democratic Republic of the Congo,Wind Energy,,,,2022
Denmark,All technologies,50.32424,,,2022
Denmark,CSP,,,,2022
Denmark,Heat Pumps,3.48924,EHPA (2023),,2022
Denmark,Hydropower,0.1,EurObserv'ER (2022),,2022
Denmark,Municipal and industrial waste,0.3,EurObserv'ER (2022),,2022
Denmark,Others,,,,2022
Denmark,Solar Heating / Cooling,1.5,EurObserv'ER (2022),,2022
Denmark,Solid Biomass,12.9,EurObserv'ER (2022),,2022
Denmark,"Tide, Wave and Ocean Energy",,,,2022
Denmark,Wind Energy,22.6,IRENA estimate,Based on employment factors and capacity data,2022
Dominican Republic,All technologies,0.3,,,2022
Dominican Republic,CSP,,,,2022
Dominican Republic,Heat Pumps,,,,2022
Dominican Republic,Hydropower,,,,2022
Dominican Republic,Municipal and industrial waste,,,,2022
Dominican Republic,Others,,,,2022
Dominican Republic,Solar Heating / Cooling,,,,2022
Dominican Republic,Solid Biomass,,,,2022
Dominican Republic,"Tide, Wave and Ocean Energy",,,,2022
Dominican Republic,Wind Energy,0.3,IRENA estimate,Based on employment factors and capacity data,2022
Ecuador,All technologies,8.305,,,2022
Ecuador,CSP,0.009,IRENA Focal Point,,2022
Ecuador,Heat Pumps,,,,2022
Ecuador,Hydropower,8.194,IRENA Estimate,,2022
Ecuador,Municipal and industrial waste,0.016,IRENA Focal Point,,2022
Ecuador,Others,,,,2022
Ecuador,Solar Heating / Cooling,,,,2022
Ecuador,Solid Biomass,0.016,IRENA focal point,,2022
Ecuador,"Tide, Wave and Ocean Energy",,,,2022
Ecuador,Wind Energy,0.017,IRENA Estimate,Based on employment factors and capacity data,2022
Egypt,All technologies,3.72,,,2022
Egypt,CSP,0.2,NREA Egypt (2016) ,,2022
Egypt,Heat Pumps,,,,2022
Egypt,Hydropower,0.32,NREA Egypt (2016) ,,2022
Egypt,Municipal and industrial waste,,,,2022
Egypt,Others,,,,2022
Egypt,Solar Heating / Cooling,0.3,NREA Egypt (2016) ,,2022
Egypt,Solid Biomass,,,,2022
Egypt,"Tide, Wave and Ocean Energy",,,,2022
Egypt,Wind Energy,0.9,IRENA estimate,Based on employment factors and capacity data,2022
El Salvador,All technologies,0.163,,,2022
El Salvador,CSP,,,,2022
El Salvador,Heat Pumps,,,,2022
El Salvador,Hydropower,,,,2022
El Salvador,Municipal and industrial waste,,,,2022
El Salvador,Others,,,,2022
El Salvador,Solar Heating / Cooling,,,,2022
El Salvador,Solid Biomass,,,,2022
El Salvador,"Tide, Wave and Ocean Energy",,,,2022
El Salvador,Wind Energy,,,,2022
Estonia,All technologies,12.544,,,2022
Estonia,CSP,,,,2022
Estonia,Heat Pumps,0.936,EHPA (2023),,2022
Estonia,Hydropower,0.1,EurObserv'ER (2022),,2022
Estonia,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Estonia,Others,,,,2022
Estonia,Solar Heating / Cooling,0.1,EurObserv'ER (2022),,2022
Estonia,Solid Biomass,8.3,EurObserv'ER (2022),,2022
Estonia,"Tide, Wave and Ocean Energy",,,,2022
Estonia,Wind Energy,0.53,IRENA estimate,Based on employment factors and capacity data,2022
Ethiopia,All technologies,57.81875,,,2022
Ethiopia,CSP,,,,2022
Ethiopia,Heat Pumps,,,,2022
Ethiopia,Hydropower,45.374,IRENA Estimate,,2022
Ethiopia,Municipal and industrial waste,,,,2022
Ethiopia,Others,,,,2022
Ethiopia,Solar Heating / Cooling,,,,2022
Ethiopia,Solid Biomass,,,,2022
Ethiopia,"Tide, Wave and Ocean Energy",,,,2022
Ethiopia,Wind Energy,0.26,IRENA Estimate,Based on employment factors and capacity data,2022
Finland,All technologies,35.987,,,2022
Finland,CSP,,,,2022
Finland,Heat Pumps,5.017,EHPA (2023),,2022
Finland,Hydropower,0.5,EurObserv'ER (2022),,2022
Finland,Municipal and industrial waste,0.2,EurObserv'ER (2022),,2022
Finland,Others,,,,2022
Finland,Solar Heating / Cooling,0.1,EurObserv'ER (2022),,2022
Finland,Solid Biomass,19.2,EurObserv'ER (2022),,2022
Finland,"Tide, Wave and Ocean Energy",,,,2022
Finland,Wind Energy,7.4,IRENA estimate,Based on employment factors and capacity data,2022
France,All technologies,150.026,,,2022
France,CSP,,,,2022
France,Liquid Biofuels,18.8,EurObserv'ER (2022),,2022
France,Heat Pumps,26.597,EHPA (2023),,2022
France,Hydropower,13.347,IRENA Estimate,,2022
France,Municipal and industrial waste,1.3,EurObserv'ER (2022),,2022
France,Others,,,,2022
France,Solar Heating / Cooling,1.5,EurObserv'ER (2022),,2022
France,Solid Biomass,24.9,EurObserv'ER (2022),,2022
France,"Tide, Wave and Ocean Energy",,,,2022
France,Wind Energy,30.7,IRENA estimate,Based on employment factors and capacity data,2022
Gabon,All technologies,0.298,,,2022
Gabon,CSP,,,,2022
Gabon,Liquid Biofuels,,,,2022
Gabon,Heat Pumps,,,,2022
Gabon,Hydropower,0.298,IRENA Estimate,,2022
Gabon,Municipal and industrial waste,,,,2022
Gabon,Others,,,,2022
Gabon,Solar Heating / Cooling,,,,2022
Gabon,Solid Biomass,,,,2022
Gabon,"Tide, Wave and Ocean Energy",,,,2022
Gabon,Wind Energy,,,,2022
Germany,All technologies,354.412,,,2022
Germany,Liquid biofuels,12.4,EurObserv'ER (2022),,2022
Germany,CSP,0.1,BMWi (2021),,2022
Germany,Biogas,24.2,EurObserv'ER (2022),,2022
Germany,Heat Pumps,16.534,EHPA (2023),,2022
Germany,Hydropower,5.32,IRENA Estimate,,2022
Germany,Municipal and industrial waste,3.9,EurObserv'ER (2022),,2022
Germany,Others,,,,2022
Germany,Solar Heating / Cooling,17,EurObserv'ER (2022),,2022
Germany,Solid Biomass,41.3,EurObserv'ER (2022),,2022
Germany,"Tide, Wave and Ocean Energy",,,,2022
Germany,Wind Energy,139,IRENA estimate,Based on employment factors and capacity data,2022
Ghana,All technologies,13.717,,,2022
Ghana,Liquid biofuels,,,,2022
Ghana,CSP,,,,2022
Ghana,Biogas,,,,2022
Ghana,Heat Pumps,,,,2022
Ghana,Hydropower,12.483,IRENA Estimate,,2022
Ghana,Municipal and industrial waste,,,,2022
Ghana,Others,,,,2022
Ghana,Solar Heating / Cooling,,,,2022
Ghana,Solid Biomass,,,,2022
Ghana,"Tide, Wave and Ocean Energy",,,,2022
Ghana,Wind Energy,,,,2022
Greece,All technologies,41.942,,,2022
Greece,Biogas,0.7,EurObserv'ER (2022),,2022
Greece,CSP,,,,2022
Greece,Geothermal Energy,0.1,EurObserv'ER (2022),,2022
Greece,Heat Pumps,,,,2022
Greece,Hydropower,0.9,EurObserv'ER (2022),,2022
Greece,Liquid Biofuels,2.6,EurObserv'ER (2022),,2022
Greece,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Greece,Others,,,,2022
Greece,Solar Heating / Cooling,2.3,EurObserv'ER (2022),,2022
Greece,Solar Photovoltaic,29.742,IRENA estimate,Based on capacity and manufacturing trends,2022
Greece,Solid Biomass,0.8,EurObserv'ER (2022),,2022
Greece,"Tide, Wave and Ocean Energy",,,,2022
Greece,Wind Energy,4.7,IRENA estimate,Based on employment factors and capacity data,2022
Guinea,All technologies,1,,,2022
Guinea,Biogas,,,,2022
Guinea,CSP,,,,2022
Guinea,Geothermal Energy,,,,2022
Guinea,Heat Pumps,,,,2022
Guinea,Hydropower,,,,2022
Guinea,Liquid Biofuels,,,,2022
Guinea,Municipal and industrial waste,,,,2022
Guinea,Others,,,,2022
Guinea,Solar Heating / Cooling,,,,2022
Guinea,Solar Photovoltaic,1,IRENA estimate,Based on capacity and manufacturing trends,2022
Guinea,Solid Biomass,,,,2022
Guinea,"Tide, Wave and Ocean Energy",,,,2022
Guinea,Wind Energy,,,,2022
Hungary,All technologies,33.28106,,,2022
Hungary,Geothermal energy,0.5,EurObserv'ER (2022),,2022
Hungary,CSP,,,,2022
Hungary,Heat Pumps,0.41406,EHPA (2023),,2022
Hungary,Hydropower,0.2,EurObserv'ER (2022),,2022
Hungary,Biogas,0.4,EurObserv'ER (2022),,2022
Hungary,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Hungary,Others,,,,2022
Hungary,Solar Heating / Cooling,0.4,EurObserv'ER (2022),,2022
Hungary,Solid Biomass,12.1,EurObserv'ER (2022),,2022
Hungary,"Tide, Wave and Ocean Energy",,,,2022
Hungary,Wind Energy,0.8,IRENA estimate,Based on employment factors and capacity data,2022
Iceland,All technologies,1.548,,,2022
Iceland,Geothermal energy,0.784,IRENA focal point,,2022
Iceland,CSP,,,,2022
Iceland,Heat Pumps,,,,2022
Iceland,Hydropower,0.763,IRENA Estimate,,2022
Iceland,Biogas,,,,2022
Iceland,Municipal and industrial waste,,,,2022
Iceland,Others,,,,2022
Iceland,Solar Heating / Cooling,,,,2022
Iceland,Solid Biomass,,,,2022
Iceland,"Tide, Wave and Ocean Energy",,,,2022
Iceland,Wind Energy,0.001,IRENA estimate,Based on employment factors and capacity data,2022
India,All technologies,988.252,,,2022
India,CSP,,,,2022
India,Heat Pumps,,,,2022
India,Hydropower,465.997,IRENA Estimate,,2022
India,Geothermal Energy,,,,2022
India,Municipal and industrial waste,,,,2022
India,Others,,,,2022
India,Solar Heating / Cooling,22.2,IRENA estimate,Based on employment factors and capacity data,2022
India,Solid Biomass,58,MNRE and CII (2010),,2022
India,"Tide, Wave and Ocean Energy",,,,2022
India,Wind Energy,40,IRENA estimate,Based on employment factors and capacity data,2022
Indonesia,All technologies,649.305,,,2022
Indonesia,CSP,,,,2022
Indonesia,Heat Pumps,,,,2022
Indonesia,Hydropower,23.275,IRENA Estimate,,2022
Indonesia,Geothermal Energy,7,Chevron Indonesia (2012),Only employed by Chevron,2022
Indonesia,Municipal and industrial waste,,,,2022
Indonesia,Others,,,,2022
Indonesia,Solar Heating / Cooling,,,,2022
Indonesia,Solid Biomass,,,,2022
Indonesia,"Tide, Wave and Ocean Energy",,,,2022
Indonesia,Wind Energy,,,,2022
Iran (Islamic Republic of),All technologies,57.165,,,2022
Iran (Islamic Republic of),CSP,,,,2022
Iran (Islamic Republic of),Heat Pumps,,,,2022
Iran (Islamic Republic of),Hydropower,19.805,IRENA Estimate,,2022
Iran (Islamic Republic of),Municipal and industrial waste,0.78,IRENA focal point,,2022
Iran (Islamic Republic of),Others,,,,2022
Iran (Islamic Republic of),Solar Heating / Cooling,,,,2022
Iran (Islamic Republic of),Solid Biomass,0,IRENA focal point,,2022
Iran (Islamic Republic of),"Tide, Wave and Ocean Energy",,,,2022
Iran (Islamic Republic of),Wind Energy,3,IRENA focal point,,2022
Ireland,All technologies,7.88848,,,2022
Ireland,CSP,,,,2022
Ireland,Heat Pumps,1.35748,EHPA (2023),,2022
Ireland,Hydropower,0.1,EurObserv'ER (2022),,2022
Ireland,Municipal and industrial waste,0.1,EurObserv'ER (2022),,2022
Ireland,Others,,,,2022
Ireland,Solar Heating / Cooling,0.1,EurObserv'ER (2022),,2022
Ireland,Solid Biomass,2.1,EurObserv'ER (2022),,2022
Ireland,"Tide, Wave and Ocean Energy",,,,2022
Ireland,Wind Energy,3.6,IRENA estimate,Based on employment factors and capacity data,2022
Israel,All technologies,17.09,,,2022
Israel,CSP,0.1,IRENA focal point,,2022
Israel,Heat Pumps,,,,2022
Israel,Hydropower,,,,2022
Israel,Municipal and industrial waste,0.15,IRENA focal point,,2022
Israel,Others,,,,2022
Israel,Solar Heating / Cooling,2.63,IRENA estimate,Based on employment factors and capacity data,2022
Israel,Solid Biomass,0.04,IRENA focal point,,2022
Israel,"Tide, Wave and Ocean Energy",0.01,IRENA focal point,,2022
Israel,Wind Energy,0.1,IRENA focal point,,2022
Italy,All technologies,110.642,,,2022
Italy,CSP,,,,2022
Italy,Heat Pumps,18.244,EHPA (2023),,2022
Italy,Hydropower,9.852,IRENA Estimate,,2022
Italy,Municipal and industrial waste,1.7,EurObserv'ER (2022),,2022
Italy,Others,,,,2022
Italy,Solar Heating / Cooling,1.5,EurObserv'ER (2022),,2022
Italy,Solid Biomass,21.1,EurObserv'ER (2022),,2022
Italy,"Tide, Wave and Ocean Energy",,,,2022
Italy,Wind Energy,8.3,IRENA estimate,Based on employment factors and capacity data,2022
Japan,All technologies,143.174,,,2022
Japan,CSP,,,,2022
Japan,Heat Pumps,,,,2022
Japan,Hydropower,10.468,IRENA Estimate,,2022
Japan,Municipal and industrial waste,,,,2022
